"nGroupT","nGroupC","sdC","iteration","meanC","ef","rho","sampleSize","idSD","coef","boot_pval"
6,2,0.2,250,10,0,0.3,6,3,0.252143830615012,0.736
6,2,0.2,395,10,0,0.3,6,3,0.165140609770418,0.742
6,2,0.2,254,10,0,0.3,6,3,-0.0917165169046257,0.744
6,2,0.2,125,10,0,0.3,6,3,0.181298822823152,0.746
6,2,0.2,489,10,0,0.3,6,3,0.19857032987619,0.746
6,2,0.2,223,10,0,0.3,6,3,-0.301789131964881,0.75
6,2,0.2,236,10,0,0.3,6,3,-0.445280757040365,0.75
6,2,0.2,475,10,0,0.3,6,3,-0.270574399189456,0.75
6,2,0.2,414,10,0,0.3,6,3,0.280511412706943,0.752
6,2,0.2,422,10,0,0.3,6,3,-0.166956840187851,0.752
6,2,0.2,36,10,0,0.3,6,3,-0.544301284354844,0.754
